sex,age,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,is_recid,African-American,Asian,Caucasian,Hispanic,Native American,Other,probability
0,36,0,0,1,1,0,1,0,0,0,0,0,0.48
0,37,0,0,11,0,1,0,0,1,0,0,0,0.6625
0,23,0,0,0,1,1,1,0,0,0,0,0,0.3263095238095237
0,48,0,0,2,1,0,0,0,1,0,0,0,0.20216666666666666
1,49,0,0,1,0,0,1,0,0,0,0,0,0.5808333333333333
0,31,0,0,3,1,1,0,0,1,0,0,0,0.8133333333333332
0,23,0,0,3,0,1,1,0,0,0,0,0,0.7087380952380952
1,30,0,0,0,0,0,0,0,1,0,0,0,0.5756944444444444
1,25,0,0,0,1,1,1,0,0,0,0,0,0.05866666666666667
1,35,0,0,2,0,1,1,0,0,0,0,0,0.265
0,27,0,0,0,1,0,0,0,0,1,0,0,0.8933333333333334
0,29,0,0,0,1,0,1,0,0,0,0,0,0.33324972249972235
0,39,0,0,2,1,0,0,0,1,0,0,0,0.01
0,53,0,0,0,1,0,0,0,1,0,0,0,0.015
0,53,0,0,0,1,0,0,0,0,0,0,1,0.25
0,59,0,0,3,1,0,0,0,1,0,0,0,0.23
0,24,0,0,0,0,0,0,0,1,0,0,0,0.0
0,45,0,0,4,1,0,1,0,0,0,0,0,0.8433333333333333
1,26,0,0,1,0,0,1,0,0,0,0,0,0.03233333333333333
0,23,0,0,1,1,1,1,0,0,0,0,0,0.33428787878787863
0,36,0,0,9,0,1,1,0,0,0,0,0,0.26816666666666666
0,34,0,0,0,0,0,0,0,0,0,0,1,0.9249999999999998
0,51,0,0,3,0,0,1,0,0,0,0,0,0.026666666666666665
0,21,0,0,0,1,0,0,0,0,1,0,0,0.9303333333333333
0,24,0,0,11,0,1,1,0,0,0,0,0,0.99
0,36,0,0,1,0,1,0,0,1,0,0,0,0.07976190476190477
0,36,0,0,0,0,0,1,0,0,0,0,0,0.05952380952380953
1,31,0,2,10,0,0,1,0,0,0,0,0,0.78
0,40,0,0,21,0,0,1,0,0,0,0,0,0.92
1,43,0,0,0,1,0,0,0,1,0,0,0,0.0
0,21,0,0,2,0,0,1,0,0,0,0,0,0.9638105228105228
0,49,0,0,7,0,1,0,0,0,0,0,1,0.11
0,45,0,0,7,0,0,1,0,0,0,0,0,0.9066666666666666
0,37,1,0,12,1,1,1,0,0,0,0,0,0.785
0,36,0,0,12,0,0,0,0,1,0,0,0,0.3016666666666667
1,26,0,0,3,0,1,1,0,0,0,0,0,0.6051190476190476
1,26,0,0,1,0,0,1,0,0,0,0,0,0.03233333333333333
0,40,0,0,4,1,1,0,0,0,0,0,1,0.48700000000000004
0,33,0,0,3,0,1,0,0,1,0,0,0,0.5646865079365079
0,23,0,0,6,0,1,1,0,0,0,0,0,0.9975
0,31,0,0,0,0,0,1,0,0,0,0,0,0.378095238095238
0,30,0,0,0,1,0,0,0,0,1,0,0,0.02
0,33,0,0,5,0,1,1,0,0,0,0,0,0.6438333333333336
1,35,0,0,0,0,1,1,0,0,0,0,0,0.11666666666666665
0,27,0,0,8,1,1,1,0,0,0,0,0,0.9408333333333332
1,21,0,0,2,0,0,1,0,0,0,0,0,0.3263636363636364
0,48,0,0,9,0,1,1,0,0,0,0,0,0.7108333333333334
0,27,0,0,5,0,1,0,0,1,0,0,0,0.24
0,40,0,0,1,0,1,1,0,0,0,0,0,0.1635
0,28,0,0,1,0,0,1,0,0,0,0,0,0.6691666666666667
0,29,0,0,0,1,0,0,0,0,1,0,0,0.81
0,21,0,0,0,0,1,0,0,1,0,0,0,1.0
0,22,0,0,0,0,0,0,0,1,0,0,0,0.31194123850006206
1,31,0,0,0,0,0,1,0,0,0,0,0,0.44366666666666665
0,35,0,0,5,0,1,0,0,0,1,0,0,0.23
0,22,0,0,1,0,1,1,0,0,0,0,0,0.6961177123530067
1,55,0,0,0,1,0,0,0,1,0,0,0,0.0
0,38,0,0,1,0,0,0,0,0,1,0,0,0.060833333333333336
0,54,0,0,2,0,0,0,0,0,1,0,0,0.125
1,22,0,0,0,1,0,0,0,1,0,0,0,0.03535714285714286
0,39,0,0,3,0,1,0,0,1,0,0,0,0.61
0,38,0,0,4,1,0,1,0,0,0,0,0,0.770202380952381
0,40,0,0,6,0,0,0,0,1,0,0,0,0.076
1,36,0,0,0,1,0,0,0,1,0,0,0,0.065
0,51,0,0,5,1,0,1,0,0,0,0,0,0.41
0,48,0,0,1,0,0,0,0,1,0,0,0,0.3992182539682539
0,37,0,0,6,0,1,1,0,0,0,0,0,0.545
0,46,0,0,1,1,0,0,0,1,0,0,0,0.15166666666666667
1,43,0,0,0,0,1,0,0,1,0,0,0,0.2791666666666666
0,25,0,0,0,1,1,1,0,0,0,0,0,0.2711494061494061
1,44,0,0,0,1,0,0,0,0,1,0,0,0.0
0,49,0,0,1,1,1,1,0,0,0,0,0,0.35245238095238096
0,55,0,0,0,0,1,0,0,1,0,0,0,0.026666666666666665
1,49,0,0,8,0,0,0,0,1,0,0,0,0.57
0,47,0,0,0,1,0,0,0,1,0,0,0,0.17402128427128427
0,28,0,0,1,0,1,1,0,0,0,0,0,0.6691666666666667
0,58,0,0,8,1,0,0,0,1,0,0,0,0.46
0,51,0,0,9,0,1,1,0,0,0,0,0,0.5900000000000001
0,23,0,2,4,0,1,1,0,0,0,0,0,0.9141666666666666
1,52,0,0,23,0,1,0,0,1,0,0,0,0.58
1,33,0,0,0,0,0,1,0,0,0,0,0,0.04966666666666666
0,31,0,3,15,0,1,1,0,0,0,0,0,0.96
0,31,0,0,5,0,1,0,0,1,0,0,0,0.95
0,33,0,0,1,0,1,1,0,0,0,0,0,0.086
1,52,0,0,0,0,0,0,0,1,0,0,0,0.01
1,57,0,0,0,1,0,0,0,1,0,0,0,0.04754761904761904
0,23,0,0,0,0,0,1,0,0,0,0,0,0.12083261183261178
0,25,0,0,10,0,1,1,0,0,0,0,0,0.82
0,51,0,0,1,1,0,0,0,1,0,0,0,0.925
1,27,0,0,9,0,1,1,0,0,0,0,0,0.985
1,31,0,0,1,0,1,1,0,0,0,0,0,0.41378571428571426
0,23,0,0,5,0,1,1,0,0,0,0,0,1.0
0,30,0,0,10,0,0,1,0,0,0,0,0,1.0
0,26,0,0,2,0,0,0,0,1,0,0,0,0.266015873015873
0,44,0,0,0,0,0,1,0,0,0,0,0,0.3633571428571429
0,31,0,0,0,0,1,0,0,0,1,0,0,0.0375
0,37,0,0,3,1,1,1,0,0,0,0,0,0.44961904761904753
0,50,0,0,0,1,0,0,0,1,0,0,0,0.1025
0,32,0,0,6,0,1,1,0,0,0,0,0,0.99
0,64,0,0,1,1,0,0,0,0,1,0,0,0.315
1,33,0,0,0,0,0,1,0,0,0,0,0,0.04966666666666666
1,70,0,0,0,0,0,0,0,0,0,0,1,0.03
0,30,0,0,1,1,1,0,0,1,0,0,0,0.11900000000000001
1,42,0,0,1,0,0,1,0,0,0,0,0,0.165
0,34,0,0,0,0,1,1,0,0,0,0,0,0.46344624819624836
1,23,0,0,1,1,1,0,0,0,1,0,0,0.5108333333333334
1,41,0,0,1,1,0,0,0,1,0,0,0,0.2833333333333333
0,50,0,0,2,1,1,1,0,0,0,0,0,0.10095238095238095
0,21,0,1,1,1,1,0,0,1,0,0,0,0.5699242424242424
0,24,0,0,4,0,0,1,0,0,0,0,0,1.0
0,43,0,0,1,1,0,0,0,1,0,0,0,0.18916666666666668
0,69,0,0,0,1,1,0,0,1,0,0,0,0.02
0,30,0,0,0,1,0,0,0,1,0,0,0,0.0325
0,26,0,0,4,0,1,1,0,0,0,0,0,0.99
0,42,0,0,2,0,1,0,0,1,0,0,0,0.30484126984126986
0,29,0,0,6,0,1,0,0,1,0,0,0,0.35
1,53,0,0,10,0,1,1,0,0,0,0,0,0.27
0,28,0,0,20,0,1,1,0,0,0,0,0,0.98
0,39,0,0,2,0,1,0,0,1,0,0,0,0.22202380952380948
0,21,0,1,1,0,1,1,0,0,0,0,0,0.9593571428571428
0,30,0,0,2,1,0,1,0,0,0,0,0,0.11511904761904761
0,34,0,0,2,0,0,1,0,0,0,0,0,0.44000000000000006
0,30,0,0,4,0,0,0,0,1,0,0,0,0.4273333333333333
1,22,0,0,0,1,0,1,0,0,0,0,0,0.10794444444444445
0,26,1,1,6,0,1,1,0,0,0,0,0,0.835
0,34,0,1,10,0,1,1,0,0,0,0,0,0.48
1,28,0,0,0,0,0,0,0,0,0,0,1,0.722
0,27,0,0,0,1,0,0,0,0,0,0,1,0.27666666666666667
1,40,0,0,1,0,0,0,0,1,0,0,0,0.4228333333333334
0,28,0,0,3,0,0,0,0,0,0,0,1,0.85
1,30,0,0,4,0,0,0,0,1,0,0,0,0.9026666666666666
1,51,0,0,4,0,0,1,0,0,0,0,0,0.03
0,36,0,0,2,0,1,1,0,0,0,0,0,0.61875
0,31,0,0,1,0,0,0,0,1,0,0,0,0.9620000000000001
0,24,0,0,6,0,0,0,0,1,0,0,0,0.87
0,25,0,0,2,1,1,1,0,0,0,0,0,0.9175833333333333
0,59,0,0,17,0,0,1,0,0,0,0,0,0.95
0,26,0,0,2,0,1,0,0,1,0,0,0,0.266015873015873
0,27,0,0,2,0,1,0,0,1,0,0,0,0.7350317460317458
1,20,0,2,3,1,1,0,0,1,0,0,0,0.9
1,34,0,0,5,0,1,1,0,0,0,0,0,0.7716666666666666
0,34,0,0,0,1,0,0,1,0,0,0,0,0.06766666666666667
0,25,0,0,3,0,1,1,0,0,0,0,0,0.49099999999999994
1,26,0,0,1,1,0,0,0,0,1,0,0,0.5158333333333334
0,28,0,0,10,0,0,1,0,0,0,0,0,1.0
0,29,0,0,6,0,1,0,0,1,0,0,0,0.35
0,25,0,0,2,0,0,1,0,0,0,0,0,0.23918650793650786
0,28,0,0,0,1,1,0,0,1,0,0,0,0.04352380952380952
0,30,0,0,1,1,0,1,0,0,0,0,0,0.3467261904761906
0,26,0,0,7,0,0,1,0,0,0,0,0,0.4881017316017317
0,45,0,0,0,0,1,1,0,0,0,0,0,0.7101666666666668
1,33,0,0,1,0,0,1,0,0,0,0,0,0.035
0,30,0,0,2,0,0,0,0,0,0,0,1,0.8183333333333332
0,39,0,0,21,0,1,1,0,0,0,0,0,0.9
0,31,0,0,0,0,0,1,0,0,0,0,0,0.378095238095238
0,25,0,0,1,0,1,1,0,0,0,0,0,0.4180902985902986
0,21,0,2,3,0,1,0,0,0,0,0,1,0.8400000000000002
0,41,0,0,8,0,1,1,0,0,0,0,0,0.4458333333333334
0,62,0,0,0,1,0,0,0,0,1,0,0,0.03
0,28,0,0,14,0,1,1,0,0,0,0,0,0.92
0,25,0,0,1,0,0,1,0,0,0,0,0,0.4180902985902986
0,35,0,0,6,0,0,1,0,0,0,0,0,0.43833333333333335
0,38,0,0,14,0,0,1,0,0,0,0,0,0.6133333333333334
0,25,0,0,0,0,1,0,0,0,0,0,1,0.732
0,29,0,0,0,0,0,1,0,0,0,0,0,0.16474783549783548
0,58,0,0,16,0,1,1,0,0,0,0,0,0.62
0,29,0,0,0,0,0,0,0,1,0,0,0,0.2422460317460317
0,44,0,0,6,0,0,0,0,1,0,0,0,0.6633333333333334
0,25,0,3,8,1,1,1,0,0,0,0,0,0.69
0,49,0,0,0,1,1,1,0,0,0,0,0,0.8084285714285716
1,24,0,0,11,1,1,1,0,0,0,0,0,0.74
1,27,0,0,0,1,0,1,0,0,0,0,0,0.8433333333333333
0,23,0,1,3,0,1,1,0,0,0,0,0,0.8707499999999999
0,25,1,6,14,0,1,1,0,0,0,0,0,0.86
0,32,0,0,0,0,0,0,0,1,0,0,0,0.43938888888888883
1,30,0,0,2,0,0,1,0,0,0,0,0,0.2563333333333333
0,22,0,0,1,1,1,1,0,0,0,0,0,0.8645000000000002
0,38,0,0,8,0,0,0,0,1,0,0,0,0.3428333333333333
0,44,0,0,1,1,1,0,0,1,0,0,0,0.13166666666666665
0,53,0,0,13,1,0,1,0,0,0,0,0,0.83
0,25,0,0,7,0,1,1,0,0,0,0,0,0.924952380952381
0,56,0,0,10,1,1,0,0,0,1,0,0,0.4
0,31,0,0,3,1,0,0,0,1,0,0,0,0.8133333333333332
0,32,0,0,7,0,0,0,0,0,1,0,0,0.8866666666666667
0,32,0,0,21,0,1,1,0,0,0,0,0,0.98
0,50,0,0,5,0,1,0,0,1,0,0,0,0.8126666666666668
1,27,0,0,2,0,1,0,0,1,0,0,0,0.9243333333333332
0,30,0,0,4,1,1,1,0,0,0,0,0,0.41166666666666674
0,28,0,0,1,0,0,1,0,0,0,0,0,0.6691666666666667
0,22,0,0,0,0,1,1,0,0,0,0,0,0.5893349689804467
0,23,1,1,4,0,0,1,0,0,0,0,0,0.75
0,21,0,1,2,1,1,1,0,0,0,0,0,0.9076666666666666
1,43,0,0,22,1,1,0,0,1,0,0,0,0.86
0,23,1,2,6,0,1,1,0,0,0,0,0,0.81
0,20,1,0,1,0,1,1,0,0,0,0,0,1.0
0,32,0,1,11,0,1,1,0,0,0,0,0,0.92
0,26,0,3,8,0,1,0,0,1,0,0,0,0.31
0,25,0,0,5,0,1,0,0,1,0,0,0,0.898
0,24,0,0,0,1,0,1,0,0,0,0,0,0.4955171217671217
0,47,0,0,11,0,0,0,0,1,0,0,0,0.8943333333333334
0,29,0,0,7,0,1,0,0,1,0,0,0,0.736
0,65,0,0,3,0,0,0,0,1,0,0,0,0.1
0,50,0,0,3,1,0,1,0,0,0,0,0,0.5175
0,43,0,0,11,0,1,0,0,1,0,0,0,0.44
0,47,0,0,5,1,1,0,0,1,0,0,0,0.3825
0,59,0,0,0,1,0,1,0,0,0,0,0,0.2033333333333333
0,57,0,0,12,0,0,1,0,0,0,0,0,0.77
1,33,0,0,2,0,1,0,0,1,0,0,0,0.295
0,39,0,0,2,1,0,0,0,0,1,0,0,0.17
0,37,0,0,7,0,1,0,0,1,0,0,0,0.28933333333333333
0,29,0,0,1,1,1,1,0,0,0,0,0,0.6078809523809523
1,35,0,0,1,1,0,0,0,1,0,0,0,0.3455
0,30,0,0,9,1,1,0,0,1,0,0,0,0.64
0,37,0,0,0,0,0,0,0,0,0,1,0,0.37635714285714283
1,32,0,0,1,1,1,0,0,1,0,0,0,0.5680000000000001
0,34,0,0,6,0,1,1,0,0,0,0,0,0.955
0,37,0,0,0,1,1,1,0,0,0,0,0,0.059000000000000004
0,34,0,0,4,0,1,0,0,0,1,0,0,0.46
0,27,0,1,10,0,1,1,0,0,0,0,0,0.92
1,67,0,0,0,0,0,1,0,0,0,0,0,0.05333333333333333
0,32,0,0,0,1,0,0,0,1,0,0,0,0.08535714285714285
1,34,0,0,1,1,0,1,0,0,0,0,0,0.36833333333333335
1,23,0,0,1,0,1,1,0,0,0,0,0,0.10848251748251748
0,30,0,0,2,1,1,0,0,1,0,0,0,0.5225
0,20,0,0,2,0,1,1,0,0,0,0,0,0.99225
0,26,0,0,10,0,1,0,0,1,0,0,0,0.58
0,31,3,0,6,0,1,1,0,0,0,0,0,0.85
0,31,0,0,8,1,0,0,0,1,0,0,0,0.57
0,24,0,0,2,1,1,1,0,0,0,0,0,0.9966666666666667
1,41,0,0,0,1,0,0,0,1,0,0,0,0.002
0,45,0,0,2,1,0,0,0,1,0,0,0,0.13
0,55,0,0,0,0,0,0,0,1,0,0,0,0.026666666666666665
0,61,0,0,0,1,0,0,0,1,0,0,0,0.0
0,35,0,0,1,0,0,0,0,1,0,0,0,0.02476190476190476
0,46,0,0,0,0,1,0,0,0,0,0,1,0.01
0,35,0,0,0,1,0,0,0,0,1,0,0,0.0725
0,24,0,0,0,0,0,1,0,0,0,0,0,0.32248195432018945
0,44,0,0,0,1,0,0,0,1,0,0,0,0.664452380952381
0,26,0,0,1,0,1,1,0,0,0,0,0,0.6226666666666667
0,25,0,0,5,0,0,1,0,0,0,0,0,0.5113120490620491
1,30,0,0,1,0,0,1,0,0,0,0,0,0.3915535714285714
1,32,0,0,8,1,1,0,0,0,1,0,0,0.5766666666666667
1,26,0,0,1,0,0,1,0,0,0,0,0,0.03233333333333333
0,46,0,0,0,0,0,0,0,1,0,0,0,0.3951666666666667
0,38,0,0,0,1,1,1,0,0,0,0,0,0.015
1,52,0,0,0,1,0,0,0,1,0,0,0,0.03166666666666666
0,34,0,0,11,0,0,0,0,1,0,0,0,0.6316666666666667
0,47,0,0,6,0,0,1,0,0,0,0,0,0.5023809523809524
0,23,0,0,1,0,1,1,0,0,0,0,0,0.48953122531063736
1,35,0,0,13,0,0,1,0,0,0,0,0,0.74
0,46,0,0,13,0,1,1,0,0,0,0,0,0.97
0,55,0,0,0,0,0,1,0,0,0,0,0,0.816
0,38,1,0,6,0,0,1,0,0,0,0,0,0.59
0,25,1,1,2,0,1,1,0,0,0,0,0,0.5479166666666666
1,29,0,1,10,0,1,0,0,1,0,0,0,0.9019047619047619
0,29,0,0,1,0,0,0,0,1,0,0,0,0.005
0,58,0,0,16,0,1,1,0,0,0,0,0,0.62
0,21,0,0,3,0,1,0,0,1,0,0,0,0.9670000000000001
0,25,0,0,5,0,1,1,0,0,0,0,0,0.5113120490620491
1,49,0,0,2,1,0,0,0,1,0,0,0,0.23416666666666663
0,41,0,0,0,0,1,0,0,0,1,0,0,0.0075
1,62,0,0,2,0,1,0,0,1,0,0,0,0.12
0,25,0,0,9,1,1,0,0,1,0,0,0,0.9575
1,21,0,1,1,0,1,1,0,0,0,0,0,0.57
0,43,0,0,6,0,1,0,0,1,0,0,0,0.2318333333333333
0,34,0,0,4,0,1,1,0,0,0,0,0,0.7340000000000001
0,32,1,0,4,0,0,1,0,0,0,0,0,0.74
0,41,0,0,1,1,0,0,0,0,1,0,0,0.012333333333333333
1,29,0,0,0,0,0,0,0,1,0,0,0,0.85164898989899
0,49,0,0,7,0,0,0,0,1,0,0,0,0.315
0,27,0,0,10,0,1,1,0,0,0,0,0,1.0
0,55,0,0,9,1,1,1,0,0,0,0,0,0.5916666666666667
1,42,0,0,4,0,1,0,0,1,0,0,0,0.6625
1,33,0,0,0,1,1,0,0,1,0,0,0,0.03
1,26,0,0,4,0,1,0,0,1,0,0,0,0.7120000000000001
0,40,0,0,1,0,0,1,0,0,0,0,0,0.1635
0,27,0,0,21,0,1,1,0,0,0,0,0,0.98
0,24,0,0,8,0,1,0,0,1,0,0,0,0.71
1,22,0,1,1,1,0,1,0,0,0,0,0,0.75
1,44,0,0,0,0,0,1,0,0,0,0,0,0.2825
0,43,0,0,1,1,0,1,0,0,0,0,0,0.7865000000000001
0,25,0,0,0,0,1,1,0,0,0,0,0,0.0
0,23,0,0,1,0,0,1,0,0,0,0,0,0.48953122531063736
1,36,0,0,3,0,0,0,0,1,0,0,0,0.4633333333333334
0,20,0,0,0,0,0,1,0,0,0,0,0,0.6030236549226486
1,36,0,0,2,0,0,0,0,1,0,0,0,0.6171428571428571
0,60,0,0,3,1,0,0,0,1,0,0,0,0.6
1,27,0,0,1,0,0,1,0,0,0,0,0,0.0275
0,45,0,0,0,1,1,0,0,0,1,0,0,0.026666666666666665
0,24,0,0,0,1,0,0,0,1,0,0,0,0.01583333333333333
0,23,0,0,0,0,0,1,0,0,0,0,0,0.12083261183261178
0,28,0,0,0,0,0,0,0,1,0,0,0,0.6311507936507936
0,28,0,0,5,1,0,1,0,0,0,0,0,0.7956904761904761
0,43,0,0,0,0,1,0,0,1,0,0,0,0.4599999999999999
0,30,0,0,1,0,1,1,0,0,0,0,0,0.13941224053724052
0,34,0,2,9,1,1,1,0,0,0,0,0,0.415
0,27,0,0,3,1,0,0,0,0,0,1,0,0.6775
0,32,0,0,8,0,1,1,0,0,0,0,0,0.39833333333333326
0,31,0,0,4,0,0,1,0,0,0,0,0,1.0
0,27,0,0,2,1,0,0,0,1,0,0,0,0.26590476190476187
0,26,0,0,2,0,1,1,0,0,0,0,0,0.8063647186147185
0,45,0,0,1,0,1,0,0,1,0,0,0,0.12766666666666668
0,46,0,0,0,1,0,1,0,0,0,0,0,0.47833333333333344
1,40,0,0,0,0,0,0,0,1,0,0,0,0.6175
0,23,0,0,3,1,1,1,0,0,0,0,0,0.8645
1,55,0,0,0,1,0,0,0,1,0,0,0,0.0
0,26,0,0,1,0,1,0,0,1,0,0,0,0.645
1,47,0,0,0,0,0,0,0,1,0,0,0,0.09
0,26,0,0,2,0,0,1,0,0,0,0,0,0.8063647186147185
0,28,0,0,5,1,0,1,0,0,0,0,0,0.7956904761904761
0,31,0,0,1,0,0,0,0,0,0,0,1,0.885
0,22,0,0,1,0,0,1,0,0,0,0,0,0.6961177123530067
0,19,0,1,2,0,1,1,0,0,0,0,0,0.9740000000000001
0,27,0,0,0,1,0,0,0,1,0,0,0,0.3266031746031747
0,23,0,0,1,1,0,0,0,1,0,0,0,0.8266111111111111
0,27,0,0,13,0,1,0,0,1,0,0,0,0.75
0,55,0,0,0,1,1,0,0,1,0,0,0,0.01
0,30,1,0,9,1,1,1,0,0,0,0,0,0.91
0,40,0,0,8,1,1,1,0,0,0,0,0,0.38711904761904764
1,51,0,0,0,1,1,0,0,1,0,0,0,0.105
0,70,0,0,1,1,0,0,0,1,0,0,0,0.41
0,32,0,1,13,1,1,1,0,0,0,0,0,0.89
0,46,0,0,9,0,0,1,0,0,0,0,0,0.9566666666666666
0,22,1,0,2,0,1,1,0,0,0,0,0,0.6918333333333334
0,55,0,0,18,0,1,0,0,1,0,0,0,0.88
0,27,0,0,1,0,1,0,0,0,1,0,0,0.027999999999999997
0,30,0,0,7,0,0,0,0,0,1,0,0,0.9241666666666667
0,29,0,0,8,1,1,0,0,1,0,0,0,0.3133333333333333
0,39,0,0,1,0,0,0,0,1,0,0,0,0.20161904761904761
0,36,0,0,7,0,1,1,0,0,0,0,0,0.27
0,25,0,0,7,0,0,1,0,0,0,0,0,0.924952380952381
1,19,0,0,0,1,1,1,0,0,0,0,0,0.935
1,56,0,0,2,1,1,1,0,0,0,0,0,0.04
0,33,2,0,9,1,1,1,0,0,0,0,0,0.775
0,49,0,0,0,0,0,0,0,1,0,0,0,0.026666666666666665
0,24,0,0,8,0,1,1,0,0,0,0,0,0.98
0,50,0,0,12,0,1,1,0,0,0,0,0,0.8593333333333333
0,22,0,0,2,0,1,1,0,0,0,0,0,0.9744563492063492
0,39,0,0,1,0,0,1,0,0,0,0,0,0.5184999999999998
0,25,0,0,4,0,1,1,0,0,0,0,0,0.9616666666666667
0,50,0,0,1,1,0,0,0,1,0,0,0,0.85
0,42,0,0,0,0,1,1,0,0,0,0,0,0.6143809523809524
0,20,0,0,0,0,0,1,0,0,0,0,0,0.6030236549226486
0,30,3,0,4,0,1,0,0,1,0,0,0,0.8583333333333334
0,21,0,0,1,0,1,1,0,0,0,0,0,0.6912543360062707
1,20,0,0,0,0,1,0,0,1,0,0,0,0.05583333333333334
0,43,0,0,6,1,1,1,0,0,0,0,0,0.44366666666666665
0,22,0,0,0,0,0,0,0,0,0,0,1,0.5421746031746032
0,29,0,0,3,1,0,0,0,0,0,0,1,0.8358333333333334
0,52,0,0,0,0,1,0,0,0,0,0,1,0.07
0,26,0,0,2,0,1,0,0,1,0,0,0,0.266015873015873
0,34,0,0,2,0,0,0,0,1,0,0,0,0.39819047619047615
0,57,0,0,0,1,0,1,0,0,0,0,0,0.2533333333333333
0,39,0,0,1,0,0,1,0,0,0,0,0,0.5184999999999998
0,20,0,0,1,0,0,1,0,0,0,0,0,0.9656034798534797
0,28,0,0,1,0,0,0,0,1,0,0,0,0.31647619047619047
0,37,0,0,9,0,0,0,0,0,1,0,0,0.7425
0,31,0,0,0,1,0,0,0,0,0,0,1,0.305
0,25,0,1,5,0,1,1,0,0,0,0,0,0.7373333333333334
0,29,0,0,2,0,1,1,0,0,0,0,0,0.34910714285714284
0,30,0,0,6,0,0,1,0,0,0,0,0,1.0
0,23,0,0,0,0,1,1,0,0,0,0,0,0.12083261183261178
0,54,0,0,3,0,1,0,0,1,0,0,0,0.6908333333333333
0,59,0,0,1,0,1,0,0,0,1,0,0,0.18
0,49,0,0,10,0,1,0,0,1,0,0,0,0.785
0,53,0,0,0,1,0,0,0,0,0,0,1,0.25
0,24,0,0,1,0,1,1,0,0,0,0,0,0.7471883394383392
0,41,0,0,1,0,1,0,0,1,0,0,0,0.4202619047619047
0,46,0,0,6,0,1,0,0,1,0,0,0,0.5993333333333334
0,43,0,0,0,0,1,1,0,0,0,0,0,0.2584285714285714
1,21,0,0,0,0,0,0,0,1,0,0,0,0.21869444444444436
0,45,0,0,10,0,1,1,0,0,0,0,0,0.96
0,35,0,0,2,1,0,0,0,1,0,0,0,0.6966666666666665
0,49,0,0,10,0,1,1,0,0,0,0,0,0.7484999999999999
0,31,0,0,1,0,1,0,0,0,1,0,0,0.4210000000000001
0,36,0,0,0,1,0,1,0,0,0,0,0,0.4945000000000001
0,37,0,0,0,0,1,0,0,0,1,0,0,0.06733333333333333
0,46,0,0,0,0,0,0,0,1,0,0,0,0.3951666666666667
0,42,0,0,14,0,1,1,0,0,0,0,0,0.94
0,36,0,0,10,1,1,0,0,1,0,0,0,0.685
0,31,0,0,9,0,1,0,0,1,0,0,0,0.83
1,62,0,0,1,1,1,0,0,1,0,0,0,0.14
0,22,0,0,1,1,1,1,0,0,0,0,0,0.8645000000000002
0,21,0,0,0,1,0,1,0,0,0,0,0,0.6257888222888222
1,25,0,0,2,1,1,0,0,1,0,0,0,0.6808333333333333
0,29,0,0,3,0,0,0,0,0,0,0,1,0.835
0,25,0,0,2,1,1,0,0,1,0,0,0,0.4725
1,54,0,0,0,1,0,0,0,1,0,0,0,0.0
0,41,0,0,1,0,1,0,0,0,1,0,0,0.005
0,23,0,1,4,1,1,0,0,1,0,0,0,0.9
1,32,0,0,3,0,1,1,0,0,0,0,0,0.243
0,44,0,0,3,0,0,0,0,1,0,0,0,0.22626190476190478
0,21,0,0,2,1,1,1,0,0,0,0,0,0.7165833333333331
0,28,0,0,3,1,1,1,0,0,0,0,0,0.8991666666666666
0,41,0,0,14,0,1,0,0,1,0,0,0,0.43416666666666665
0,44,0,0,0,1,0,1,0,0,0,0,0,0.05988888888888889
0,53,0,0,4,0,0,1,0,0,0,0,0,0.21
0,50,0,0,3,0,1,0,0,0,1,0,0,0.2
0,24,0,0,2,1,0,0,0,1,0,0,0,0.19633333333333333
0,22,0,0,3,0,1,1,0,0,0,0,0,0.8036944444444439
0,27,0,0,1,0,0,0,0,1,0,0,0,0.0
0,31,0,0,4,0,1,1,0,0,0,0,0,1.0
0,28,1,1,5,0,0,1,0,0,0,0,0,0.8985714285714286
1,52,0,0,0,0,0,1,0,0,0,0,0,0.07
0,21,0,0,1,0,0,1,0,0,0,0,0,0.6912543360062707
0,27,0,1,8,0,1,0,0,0,1,0,0,0.7404761904761905
0,27,0,0,1,1,0,1,0,0,0,0,0,0.025
0,30,0,0,3,0,1,1,0,0,0,0,0,0.9327777777777778
0,53,0,0,0,1,1,0,0,1,0,0,0,0.015
0,23,0,0,2,1,0,0,0,0,0,0,1,0.20250000000000004
0,36,0,0,3,0,1,1,0,0,0,0,0,0.6934999999999999
0,26,0,1,3,1,0,1,0,0,0,0,0,0.7966666666666665
0,21,0,0,1,0,1,0,0,1,0,0,0,0.21570634920634912
0,45,0,0,0,1,0,0,0,1,0,0,0,0.20879761904761907
0,43,0,0,2,1,0,0,0,0,0,0,1,0.24533333333333332
0,26,0,0,0,1,0,1,0,0,0,0,0,0.5134653679653679
1,74,0,0,0,0,0,1,0,0,0,0,0,0.05333333333333333
0,21,0,0,1,0,1,0,0,1,0,0,0,0.21570634920634912
0,36,0,0,0,0,0,0,0,0,0,0,1,0.8883333333333333
0,23,0,0,2,0,1,1,0,0,0,0,0,0.8156944444444444
0,42,0,0,10,1,1,1,0,0,0,0,0,0.7573333333333333
0,27,0,0,0,0,1,0,0,1,0,0,0,0.4351381673881674
0,27,0,0,8,0,1,1,0,0,0,0,0,0.985
