Race,Sex,Education,Age,Num. People,log-income,Metro,OWNER,probability
White,Female,Less than College ,24,2,4.826074802700826,Metro,0.0,0.36526003
White,Male,Less than College ,40,2,4.516799704081625,Metro,0.0,0.3732123
White,Female,Less than College ,63,1,4.472756449317212,Metro,0.0,0.24335283
White,Male,Bachelors or Greater,53,3,5.049218022670182,Urban,1.0,0.7615882
White,Male,Less than College ,67,4,5.139879086401237,Metro,1.0,0.7563484
White,Female,Less than College ,62,1,4.017033339298781,Urban,0.0,0.49055406
Black,Male,Less than College ,54,5,4.977723605288848,Metro,1.0,0.60271144
White,Female,Bachelors or Greater,27,2,5.117271295655764,Metro,0.0,0.29251248
White,Male,Bachelors or Greater,85,2,4.757396028793024,Metro,1.0,0.68098444
White,Male,Less than College ,76,3,4.4996870826184034,Urban,1.0,0.7220881
Black,Female,Bachelors or Greater,58,1,4.812913356642856,Metro,1.0,0.62107635
White,Female,Less than College ,33,1,4.361727836017593,Metro,1.0,0.3303314
White,Female,Less than College ,66,1,4.477121254719663,Metro,1.0,0.6122998
White,Female,Bachelors or Greater,49,4,5.176091259055681,Metro,1.0,0.80776167
White,Male,Bachelors or Greater,26,1,4.954242509439325,Metro,0.0,0.41731194
Black,Male,Bachelors or Greater,67,2,4.864511081058392,Metro,1.0,0.69612396
White,Male,Less than College ,71,1,4.190331698170292,Metro,0.0,0.29815632
White,Female,Less than College ,25,5,4.414973347970818,Metro,0.0,0.19042835
White,Male,Bachelors or Greater,31,1,5.041392685158225,Metro,0.0,0.3807613
White,Male,Bachelors or Greater,85,2,4.865103974641128,Metro,1.0,0.6894574
White,Male,Less than College ,70,1,4.26245108973043,Urban,0.0,0.5797093
White,Male,Less than College ,30,3,4.824776462475546,Urban,0.0,0.4072224
Black,Female,Bachelors or Greater,68,1,4.421603926869831,Urban,1.0,0.6293688
White,Male,Bachelors or Greater,43,2,5.176091259055681,Metro,1.0,0.66429347
White,Male,Bachelors or Greater,24,2,5.117271295655764,Metro,0.0,0.24379036
White,Male,Bachelors or Greater,28,2,5.217483944213907,Metro,0.0,0.42290062
White,Female,Bachelors or Greater,43,4,5.301897717195208,Metro,1.0,0.7560836
White,Male,Less than College ,50,9,5.305351369446623,Urban,1.0,0.7111337
White,Male,Less than College ,40,2,4.883661435153618,Metro,1.0,0.6284274
White,Male,Less than College ,46,4,4.806179973983888,Urban,1.0,0.6682153
Black,Female,Less than College ,85,1,4.301029995663981,Metro,1.0,0.45611277
White,Female,Bachelors or Greater,71,3,4.903089986991944,Metro,1.0,0.7397588
Black,Female,Bachelors or Greater,35,1,5.0,Metro,0.0,0.43421164
White,Male,Bachelors or Greater,28,2,5.217483944213907,Metro,1.0,0.42290062
White,Male,Less than College ,50,3,4.681241237375588,Metro,0.0,0.46441826
White,Female,Bachelors or Greater,42,2,5.204119982655925,Metro,1.0,0.6988846
White,Female,Bachelors or Greater,30,3,4.666705136119899,Metro,0.0,0.17243701
White,Male,Less than College ,41,4,4.657247129883716,Metro,1.0,0.5930053
Black,Female,Less than College ,45,1,4.599883072073688,Metro,0.0,0.56253165
White,Male,Bachelors or Greater,72,2,5.152288344383057,Metro,1.0,0.7557966
White,Male,Less than College ,59,1,4.158362492095249,Metro,0.0,0.3024264
White,Female,Less than College ,56,1,4.778151250383644,Metro,1.0,0.59801626
White,Female,Less than College ,69,1,4.365487984890899,Metro,1.0,0.56238085
White,Male,Less than College ,30,5,4.431363764158987,Urban,0.0,0.4410519
White,Female,Bachelors or Greater,52,1,4.301029995663981,Metro,1.0,0.5021107
White,Female,Less than College ,85,1,4.9324737646771535,Metro,0.0,0.5069665
Black,Male,Less than College ,56,2,5.477121254719663,Metro,1.0,0.7358146
White,Male,Less than College ,45,5,4.812913356642856,Metro,0.0,0.42988417
White,Male,Less than College ,37,4,4.903089986991944,Metro,0.0,0.53695256
White,Male,Bachelors or Greater,73,2,4.919078092376074,Urban,1.0,0.8026712
White,Male,Bachelors or Greater,59,2,5.0,Urban,1.0,0.7572035
White,Male,Bachelors or Greater,78,2,4.655138434811383,Metro,1.0,0.73396903
White,Female,Less than College ,80,1,4.283301228703549,Metro,0.0,0.42544994
White,Female,Bachelors or Greater,36,4,4.9164539485499255,Metro,1.0,0.64128476
White,Female,Less than College ,85,1,5.171433900943009,Urban,0.0,0.6376134
White,Female,Bachelors or Greater,80,1,4.977723605288848,Metro,1.0,0.6940862
White,Female,Bachelors or Greater,33,3,5.169821328862136,Metro,1.0,0.5366449
White,Female,Bachelors or Greater,40,3,4.929418925714293,Metro,1.0,0.4828043
White,Male,Less than College ,43,8,4.681241237375588,Metro,0.0,0.41261888
White,Female,Less than College ,34,3,4.574031267727719,Metro,0.0,0.3238254
White,Male,Bachelors or Greater,26,3,5.139879086401237,Metro,0.0,0.38414505
White,Male,Bachelors or Greater,36,3,5.332438459915605,Metro,1.0,0.60702914
White,Male,Less than College ,54,4,5.180412632838324,Metro,0.0,0.66890806
White,Female,Less than College ,32,4,4.26245108973043,Urban,1.0,0.43930095
White,Female,Less than College ,44,3,4.929418925714293,Metro,0.0,0.57717985
White,Female,Less than College ,64,4,5.243038048686294,Metro,1.0,0.7266203
White,Male,Less than College ,34,2,4.886490725172482,Metro,0.0,0.29257184
White,Female,Less than College ,47,2,5.033423755486949,Metro,0.0,0.494906
White,Female,Less than College ,21,1,4.544068044350276,Metro,0.0,0.25802362
White,Female,Less than College ,66,4,5.176091259055681,Metro,1.0,0.80820864
White,Male,Bachelors or Greater,66,2,5.041392685158225,Metro,1.0,0.725568
White,Female,Less than College ,45,2,4.342422680822207,Metro,0.0,0.30163473
White,Male,Bachelors or Greater,57,2,5.378434242062079,Metro,1.0,0.77068055
White,Female,Less than College ,41,1,5.041392685158225,Metro,0.0,0.4430182
White,Female,Bachelors or Greater,56,1,4.328379603438738,Metro,1.0,0.57598865
Black,Male,Less than College ,41,4,5.2878017299302265,Metro,1.0,0.59931993
White,Female,Less than College ,46,1,4.6020599913279625,Metro,0.0,0.29507032
White,Male,Bachelors or Greater,56,2,5.136720567156407,Metro,1.0,0.7180269
White,Male,Less than College ,42,5,5.447158031342219,Metro,1.0,0.75916624
White,Male,Bachelors or Greater,54,4,5.516403148447403,Metro,1.0,0.7738747
White,Male,Less than College ,56,1,4.991226075692495,Metro,1.0,0.6742684
White,Male,Bachelors or Greater,40,4,5.103803720955957,Metro,0.0,0.6540815
White,Female,Less than College ,80,1,4.518513939877887,Metro,0.0,0.3981206
White,Female,Bachelors or Greater,43,2,5.2878017299302265,Metro,1.0,0.5858031
White,Male,Less than College ,73,2,4.6020599913279625,Urban,1.0,0.6991794
Black,Female,Bachelors or Greater,34,5,5.506505032404872,Metro,1.0,0.63869125
White,Male,Less than College ,52,2,4.913813852383717,Metro,1.0,0.61988324
White,Male,Less than College ,51,2,4.278753600952829,Urban,0.0,0.40608343
White,Male,Bachelors or Greater,68,2,5.004321373782642,Metro,1.0,0.7273053
White,Male,Bachelors or Greater,61,1,5.096910013008056,Metro,1.0,0.6276486
White,Female,Less than College ,31,3,5.209515014542631,Metro,1.0,0.5809319
White,Female,Bachelors or Greater,67,2,4.913813852383717,Metro,1.0,0.75124025
Black,Male,Less than College ,60,1,4.079181246047625,Metro,0.0,0.32867375
White,Male,Bachelors or Greater,73,1,4.724275869600789,Metro,1.0,0.62011266
White,Female,Less than College ,62,1,4.903903526690164,Metro,1.0,0.67201084
White,Female,Bachelors or Greater,42,2,4.603144372620182,Metro,1.0,0.40643093
White,Male,Bachelors or Greater,42,4,5.041392685158225,Metro,1.0,0.5940832
White,Male,Less than College ,43,5,4.812913356642856,Metro,1.0,0.46341226
White,Male,Less than College ,85,2,4.976808337338066,Metro,1.0,0.7219963
White,Male,Less than College ,31,4,4.778151250383644,Metro,0.0,0.33957243
Black,Male,Bachelors or Greater,51,4,5.509202522331103,Metro,1.0,0.7245498
White,Female,Bachelors or Greater,75,2,4.437750562820388,Metro,1.0,0.6805843
White,Female,Less than College ,69,1,4.495544337546448,Metro,0.0,0.5000288
White,Female,Less than College ,75,2,4.740283719681879,Urban,1.0,0.7614524
White,Male,Bachelors or Greater,70,2,4.707570176097937,Metro,0.0,0.72740155
White,Female,Less than College ,59,2,4.903089986991944,Metro,1.0,0.7380223
White,Female,Less than College ,62,2,4.677515704798758,Metro,1.0,0.6718671
White,Female,Less than College ,49,4,4.785329835010767,Metro,0.0,0.5201742
White,Male,Bachelors or Greater,37,2,5.290034611362518,Metro,1.0,0.576254
White,Female,Less than College ,55,2,5.181843587944773,Metro,1.0,0.74285793
White,Female,Bachelors or Greater,51,5,5.256717745977487,Metro,1.0,0.6813607
White,Male,Bachelors or Greater,70,2,4.946452265013073,Metro,1.0,0.7383412
White,Female,Bachelors or Greater,55,3,5.119585774961784,Metro,1.0,0.5057207
White,Male,Bachelors or Greater,49,4,5.308137378638039,Metro,1.0,0.7110675
White,Female,Less than College ,59,2,4.519171463821659,Metro,0.0,0.53911406
White,Female,Less than College ,72,2,4.4048337166199385,Metro,1.0,0.7537253
White,Female,Less than College ,66,2,4.727541257028556,Metro,1.0,0.6083535
White,Male,Less than College ,64,1,4.914184433423246,Metro,1.0,0.6240562
White,Female,Bachelors or Greater,85,4,4.795184589682424,Metro,1.0,0.7450654
White,Male,Bachelors or Greater,70,1,4.079181246047625,Metro,1.0,0.5660001
White,Male,Less than College ,78,1,4.459392487759231,Metro,0.0,0.5895724
White,Male,Less than College ,47,3,5.243038048686294,Metro,1.0,0.59683746
White,Male,Less than College ,57,6,5.0,Metro,1.0,0.6199423
White,Male,Bachelors or Greater,56,1,4.505149978319906,Metro,0.0,0.47257122
White,Male,Less than College ,85,1,4.223236273102998,Metro,0.0,0.47620758
White,Male,Less than College ,34,3,4.984077033902831,Metro,0.0,0.3024628
White,Male,Less than College ,41,4,5.464787519645937,Metro,1.0,0.7241914
White,Male,Less than College ,66,1,4.453318340047038,Metro,1.0,0.589115
White,Male,Less than College ,28,2,5.017033339298781,Metro,0.0,0.43146184
White,Male,Bachelors or Greater,27,2,4.991226075692495,Metro,1.0,0.32074404
White,Female,Bachelors or Greater,75,3,5.620240189845831,Metro,1.0,0.77338284
White,Male,Less than College ,80,1,4.079181246047625,Metro,1.0,0.5230739
White,Female,Less than College ,63,2,4.778151250383644,Metro,1.0,0.731728
White,Female,Less than College ,49,4,4.964730921053629,Metro,1.0,0.7081313
White,Female,Less than College ,55,3,4.869231719730976,Metro,1.0,0.72708106
White,Female,Less than College ,70,1,4.707570176097937,Metro,1.0,0.6191501
White,Male,Bachelors or Greater,44,3,5.0,Metro,1.0,0.7200773
White,Female,Less than College ,79,1,4.662757831681574,Urban,1.0,0.6978666
White,Male,Less than College ,50,2,4.149834696715785,Metro,1.0,0.48109546
White,Male,Bachelors or Greater,22,2,4.929418925714293,Metro,1.0,0.55022424
Black,Female,Less than College ,30,1,4.230448921378274,Metro,0.0,0.25304738
White,Male,Less than College ,31,2,5.017033339298781,Metro,1.0,0.4951599
White,Male,Bachelors or Greater,34,1,4.845222106429014,Metro,1.0,0.5008117
White,Male,Bachelors or Greater,52,4,4.929418925714293,Metro,0.0,0.693371
White,Female,Less than College ,60,3,5.049218022670182,Metro,1.0,0.7324937
White,Female,Less than College ,29,1,4.3979400086720375,Urban,1.0,0.32938448
White,Female,Less than College ,50,4,4.959041392321094,Metro,1.0,0.54690754
Black,Female,Less than College ,40,2,5.079181246047625,Metro,1.0,0.65226364
Black,Male,Bachelors or Greater,68,2,5.20682587603185,Metro,0.0,0.7517868
White,Male,Less than College ,56,3,5.586587304671755,Metro,1.0,0.7546772
White,Female,Bachelors or Greater,35,3,5.181843587944773,Metro,1.0,0.72542936
White,Male,Less than College ,52,2,4.740362689494244,Urban,1.0,0.55549705
White,Female,Less than College ,47,4,4.763427993562937,Metro,1.0,0.49191135
White,Female,Bachelors or Greater,43,2,4.963787827345556,Metro,1.0,0.6273998
White,Male,Bachelors or Greater,42,3,5.658964842664435,Metro,1.0,0.74041945
White,Female,Bachelors or Greater,68,2,5.509336958017644,Metro,1.0,0.7884359
White,Male,Less than College ,54,2,5.019324037153691,Urban,1.0,0.7480714
Black,Female,Bachelors or Greater,85,1,4.432969290874405,Metro,1.0,0.5916038
White,Male,Less than College ,33,6,4.9324737646771535,Metro,0.0,0.6167179
White,Female,Bachelors or Greater,47,4,5.575187844927661,Metro,1.0,0.7622413
White,Male,Less than College ,35,4,4.886490725172482,Metro,0.0,0.51485366
White,Male,Less than College ,51,5,4.711807229041191,Metro,1.0,0.5840817
White,Male,Less than College ,50,4,5.008600171761918,Metro,1.0,0.6263589
White,Male,Less than College ,38,1,4.653212513775344,Metro,1.0,0.41715562
Black,Female,Less than College ,61,1,4.653212513775344,Metro,1.0,0.51930285
White,Male,Bachelors or Greater,67,5,5.049218022670182,Metro,1.0,0.74515283
White,Male,Less than College ,49,4,5.190331698170292,Metro,1.0,0.63193154
White,Female,Bachelors or Greater,63,1,4.164352855784437,Metro,1.0,0.5299477
White,Male,Less than College ,70,3,4.521661015112073,Metro,1.0,0.57725906
White,Male,Bachelors or Greater,41,3,5.041392685158225,Metro,1.0,0.5849343
White,Male,Less than College ,73,5,4.896526217489555,Metro,1.0,0.73453313
White,Male,Less than College ,67,1,4.956408571195833,Metro,0.0,0.6518539
White,Male,Less than College ,67,2,5.013679697291193,Metro,1.0,0.7830097
White,Female,Less than College ,24,4,4.851258348719076,Metro,0.0,0.40983444
White,Male,Bachelors or Greater,61,3,5.044539760392411,Metro,1.0,0.7393665
White,Male,Bachelors or Greater,41,3,5.173390251465195,Metro,0.0,0.7166447
Black,Male,Less than College ,33,3,5.079181246047625,Metro,0.0,0.49226505
Black,Female,Less than College ,42,6,4.859738566197147,Metro,0.0,0.4719261
White,Male,Less than College ,28,3,4.5910646070265,Metro,0.0,0.33155236
White,Male,Bachelors or Greater,49,4,5.356981400993131,Urban,1.0,0.81398433
White,Female,Bachelors or Greater,63,2,5.276461804173244,Metro,1.0,0.7855418
White,Male,Less than College ,70,1,4.531478917042255,Metro,1.0,0.6078324
White,Male,Less than College ,80,2,5.072065991414746,Metro,1.0,0.77393776
White,Female,Bachelors or Greater,41,1,4.633468455579586,Metro,1.0,0.43867138
Black,Male,Less than College ,35,1,4.380211241711606,Metro,0.0,0.28666276
White,Female,Bachelors or Greater,53,1,4.681241237375588,Metro,0.0,0.6611008
White,Female,Less than College ,22,6,4.505149978319906,Metro,0.0,0.5277463
White,Female,Less than College ,40,1,4.544068044350276,Metro,0.0,0.405519
White,Female,Bachelors or Greater,50,2,5.463892988985907,Metro,0.0,0.6647422
Black,Female,Bachelors or Greater,34,7,4.929418925714293,Metro,1.0,0.5067489
White,Male,Bachelors or Greater,38,4,4.511883360978874,Metro,0.0,0.397203
White,Female,Less than College ,42,5,4.802773725291976,Metro,1.0,0.51002204
Black,Male,Less than College ,68,1,4.380211241711606,Metro,1.0,0.42566398
White,Male,Bachelors or Greater,71,3,5.160168292958512,Urban,1.0,0.79688036
White,Male,Bachelors or Greater,46,1,5.478566495593843,Metro,1.0,0.664281
White,Female,Less than College ,41,7,4.623249290397901,Metro,0.0,0.3336634
White,Female,Bachelors or Greater,25,2,4.660865478003869,Metro,0.0,0.26607895
Black,Male,Less than College ,79,3,4.850033257689769,Metro,1.0,0.65655774
White,Female,Bachelors or Greater,69,2,5.607455023214668,Metro,1.0,0.77909315
White,Male,Bachelors or Greater,27,1,5.02938377768521,Metro,0.0,0.4348801
White,Male,Less than College ,66,7,4.8750612633917,Metro,1.0,0.765829
White,Female,Less than College ,37,6,5.108565023732835,Metro,1.0,0.5764734
White,Female,Less than College ,53,3,4.6020599913279625,Metro,1.0,0.6105355
White,Male,Bachelors or Greater,70,2,4.845098040014257,Metro,1.0,0.7750269
White,Female,Less than College ,38,2,4.799340549453582,Metro,0.0,0.47727257
White,Female,Less than College ,20,4,5.141763230275788,Metro,0.0,0.18046121
White,Female,Less than College ,58,1,4.477121254719663,Metro,0.0,0.5754078
White,Female,Less than College ,59,3,4.767155866082181,Metro,0.0,0.6432994
White,Female,Less than College ,62,2,4.193124598354461,Metro,0.0,0.4987431
Black,Female,Less than College ,43,3,4.660865478003869,Metro,0.0,0.40354472
White,Female,Less than College ,35,2,4.301029995663981,Metro,0.0,0.25886077
White,Male,Less than College ,52,2,4.477121254719663,Metro,1.0,0.4943608
Black,Male,Less than College ,70,2,4.558708570533166,Metro,1.0,0.69684607
Black,Female,Less than College ,67,1,4.2576785748691846,Metro,0.0,0.43867332
Black,Male,Bachelors or Greater,45,3,4.8221680793680175,Metro,1.0,0.61746633
White,Male,Less than College ,50,3,4.763427993562937,Metro,0.0,0.44325674
White,Male,Less than College ,26,1,4.929418925714293,Metro,0.0,0.36543655
Black,Female,Bachelors or Greater,42,1,4.706290957258763,Metro,1.0,0.43036377
White,Female,Less than College ,45,3,4.7737864449811935,Metro,0.0,0.45360705
White,Female,Less than College ,47,5,4.278753600952829,Metro,0.0,0.43846044
White,Male,Less than College ,54,5,5.38382972258551,Metro,1.0,0.7751326
White,Male,Less than College ,59,2,4.6020599913279625,Urban,1.0,0.7258183
White,Male,Less than College ,36,3,4.57978359661681,Metro,0.0,0.50269186
White,Male,Less than College ,62,2,5.418301291319746,Metro,1.0,0.794412
White,Female,Less than College ,59,2,5.688473215582915,Metro,1.0,0.8053468
Black,Female,Less than College ,39,4,4.176091259055681,Metro,1.0,0.24589525
White,Female,Less than College ,63,2,4.632457292184724,Metro,1.0,0.7304079
White,Male,Less than College ,35,4,4.799340549453582,Metro,0.0,0.49997422
White,Male,Less than College ,66,3,4.670245853074124,Metro,1.0,0.7177587
White,Male,Less than College ,50,3,4.8750612633917,Metro,1.0,0.443804
Black,Male,Less than College ,44,1,4.892094602690481,Metro,0.0,0.44958672
White,Female,Less than College ,21,2,4.746634198937579,Metro,0.0,0.2762837
White,Male,Bachelors or Greater,27,2,5.0,Metro,1.0,0.38726252
White,Female,Bachelors or Greater,43,2,5.008600171761918,Metro,1.0,0.6757281
White,Female,Less than College ,42,4,4.892094602690481,Metro,1.0,0.66304326
White,Male,Less than College ,49,4,5.243038048686294,Metro,1.0,0.75044984
White,Female,Less than College ,79,1,4.60959440922522,Metro,0.0,0.7083522
White,Male,Less than College ,66,4,4.900367128656471,Metro,1.0,0.75583756
White,Female,Bachelors or Greater,62,1,4.3979400086720375,Metro,1.0,0.60621333
White,Male,Bachelors or Greater,63,2,5.468347330412158,Metro,1.0,0.775513
White,Female,Less than College ,58,3,4.949390006644912,Metro,0.0,0.7167902
White,Female,Bachelors or Greater,45,4,5.113943352306837,Metro,1.0,0.7907877
White,Male,Bachelors or Greater,45,2,4.8750612633917,Metro,1.0,0.5391116
White,Female,Less than College ,42,3,4.986789642947796,Metro,1.0,0.6945711
White,Male,Less than College ,59,2,4.698970004336019,Urban,1.0,0.69183487
White,Male,Bachelors or Greater,52,2,4.281033367247727,Metro,0.0,0.4308112
White,Male,Bachelors or Greater,41,4,5.463892988985907,Metro,1.0,0.754954
White,Male,Less than College ,30,5,4.558708570533166,Metro,0.0,0.38692006
White,Male,Bachelors or Greater,73,2,5.267171728403014,Metro,1.0,0.74130386
White,Male,Less than College ,62,3,5.194514341882467,Metro,1.0,0.74837023
White,Female,Less than College ,28,3,4.799340549453582,Urban,0.0,0.43118984
White,Male,Less than College ,46,1,4.8750612633917,Metro,0.0,0.57886094
White,Female,Bachelors or Greater,28,3,5.041392685158225,Metro,1.0,0.67775804
White,Male,Less than College ,33,2,4.903089986991944,Metro,1.0,0.608808
White,Male,Bachelors or Greater,61,1,4.690196080028514,Metro,1.0,0.6830841
White,Female,Less than College ,62,3,4.919078092376074,Metro,1.0,0.6894637
White,Male,Less than College ,62,2,4.755874855672492,Metro,0.0,0.45401612
White,Male,Less than College ,38,5,4.690196080028514,Metro,1.0,0.6375951
White,Female,Less than College ,66,2,4.944482672150168,Metro,1.0,0.762054
White,Male,Bachelors or Greater,56,2,5.292256071356476,Urban,1.0,0.72268134
White,Female,Less than College ,80,2,4.627365856592733,Metro,1.0,0.6381525
White,Male,Bachelors or Greater,74,2,4.588831725594207,Urban,1.0,0.832219
White,Female,Bachelors or Greater,52,1,4.276461804173244,Metro,0.0,0.4093696
White,Female,Bachelors or Greater,64,1,4.414973347970818,Metro,0.0,0.675725
White,Male,Less than College ,35,4,4.64738297011462,Metro,1.0,0.5201141
White,Male,Bachelors or Greater,60,2,5.079072658853184,Metro,1.0,0.73957783
White,Male,Less than College ,27,1,4.544068044350276,Metro,0.0,0.33725473
White,Female,Bachelors or Greater,31,4,5.204119982655925,Metro,1.0,0.75212646
White,Female,Bachelors or Greater,29,4,4.903089986991944,Metro,1.0,0.5489511
White,Male,Less than College ,72,1,4.390051496458987,Metro,1.0,0.63311344
White,Female,Bachelors or Greater,43,3,4.7160033436348,Metro,0.0,0.5614328
White,Male,Bachelors or Greater,63,2,5.086715663944882,Urban,1.0,0.8174049
White,Male,Less than College ,80,1,4.640481436970422,Metro,1.0,0.65624535
White,Female,Bachelors or Greater,36,4,4.57978359661681,Metro,1.0,0.4557513
White,Female,Less than College ,85,1,4.414973347970818,Metro,1.0,0.6540742
White,Female,Less than College ,25,5,4.703291378118661,Metro,1.0,0.45384398
White,Male,Less than College ,38,4,4.6020599913279625,Urban,0.0,0.5997228
White,Female,Less than College ,38,4,4.662757831681574,Metro,1.0,0.60025835
White,Female,Less than College ,64,1,4.681241237375588,Urban,1.0,0.72109604
White,Female,Less than College ,68,1,4.320976677342824,Metro,1.0,0.6174235
White,Male,Bachelors or Greater,62,2,5.492760389026838,Metro,1.0,0.7796957
White,Female,Less than College ,63,2,4.705863712283919,Urban,1.0,0.7728701
White,Male,Less than College ,80,2,4.662757831681574,Metro,0.0,0.63836145
White,Female,Bachelors or Greater,51,2,5.300160536951353,Metro,1.0,0.74550116
White,Female,Less than College ,57,1,4.531478917042255,Urban,1.0,0.60630435
Black,Male,Less than College ,69,1,4.376576957056512,Metro,0.0,0.36460567
White,Female,Less than College ,75,1,4.8750612633917,Metro,0.0,0.72997457
White,Female,Less than College ,46,2,4.720159303405957,Metro,0.0,0.44918963
White,Female,Less than College ,38,4,4.769377326076138,Metro,1.0,0.59426284
White,Male,Less than College ,27,2,4.7160033436348,Urban,0.0,0.43248367
White,Female,Less than College ,63,2,4.725911632295048,Metro,1.0,0.723941
Black,Male,Bachelors or Greater,41,5,5.532117116248804,Metro,1.0,0.7288634
White,Male,Less than College ,47,6,5.313867220369153,Metro,0.0,0.5514402
White,Female,Bachelors or Greater,23,2,4.951823035315912,Metro,1.0,0.30660197
White,Male,Less than College ,62,1,4.698970004336019,Metro,1.0,0.6725857
White,Male,Bachelors or Greater,77,2,5.195346058348419,Metro,1.0,0.7883489
Black,Male,Less than College ,41,1,4.511883360978874,Metro,0.0,0.30786654
White,Male,Less than College ,70,2,4.589949601325708,Metro,0.0,0.34693536
White,Male,Bachelors or Greater,44,2,5.290034611362518,Metro,0.0,0.6882407
White,Male,Less than College ,60,3,4.367355921026019,Metro,1.0,0.6321648
White,Male,Less than College ,36,8,4.929418925714293,Metro,0.0,0.6207297
Black,Female,Less than College ,42,2,4.447158031342219,Metro,0.0,0.23355547
Black,Female,Bachelors or Greater,49,1,5.002597980719909,Metro,0.0,0.5417636
White,Male,Less than College ,33,3,4.99563519459755,Metro,1.0,0.6633544
White,Male,Less than College ,52,1,4.892094602690481,Metro,1.0,0.55598736
White,Male,Bachelors or Greater,52,4,5.594944736695084,Metro,1.0,0.77495813
White,Female,Bachelors or Greater,54,1,4.778151250383644,Urban,0.0,0.6601225
White,Male,Less than College ,65,2,4.673020907128896,Metro,1.0,0.7358891
White,Male,Bachelors or Greater,26,1,5.008174184006426,Metro,0.0,0.35844642
White,Male,Less than College ,74,1,4.48572142648158,Metro,1.0,0.69769406
White,Male,Less than College ,56,3,4.698970004336019,Metro,1.0,0.669971
White,Female,Less than College ,35,6,4.974971994298069,Urban,1.0,0.6578741
White,Male,Bachelors or Greater,71,1,4.334453751150931,Metro,1.0,0.6296896
White,Male,Bachelors or Greater,31,1,4.778151250383644,Metro,0.0,0.3091294
White,Male,Less than College ,69,2,4.4212747912103465,Metro,1.0,0.7424719
White,Male,Bachelors or Greater,80,2,4.897627091290442,Metro,1.0,0.69379425
White,Female,Bachelors or Greater,40,5,5.086359830674748,Metro,1.0,0.74502647
Black,Male,Less than College ,34,2,4.6020599913279625,Metro,1.0,0.38286585
Black,Female,Less than College ,69,3,4.57287160220048,Metro,0.0,0.62097174
White,Male,Bachelors or Greater,72,2,5.586024382386976,Metro,1.0,0.8009302
White,Male,Less than College ,39,1,4.505149978319906,Metro,1.0,0.43001077
White,Male,Less than College ,47,3,4.880813592280791,Metro,1.0,0.5714597
White,Female,Less than College ,68,2,4.5820633629117085,Urban,1.0,0.64664274
White,Female,Bachelors or Greater,24,2,5.079181246047625,Metro,0.0,0.31385246
Black,Female,Less than College ,25,3,4.488550716500444,Metro,0.0,0.25772455
White,Male,Less than College ,66,2,4.91539983521227,Metro,1.0,0.7770962
White,Male,Less than College ,62,3,4.6020599913279625,Metro,1.0,0.68538827
Black,Male,Bachelors or Greater,44,4,4.9084850188786495,Metro,1.0,0.42834404
White,Male,Less than College ,60,4,5.1112625136590655,Metro,0.0,0.7333813
Black,Female,Less than College ,33,6,4.698970004336019,Metro,0.0,0.2636903
White,Male,Less than College ,44,2,5.130333768495007,Metro,0.0,0.76159114
White,Male,Bachelors or Greater,53,4,5.086359830674748,Metro,1.0,0.75811577
White,Male,Less than College ,73,1,4.612783856719736,Metro,1.0,0.6412562
Black,Female,Bachelors or Greater,36,1,4.380211241711606,Metro,0.0,0.3079353
White,Male,Bachelors or Greater,46,2,4.960946195733832,Metro,1.0,0.6315886
White,Female,Bachelors or Greater,64,1,4.204119982655925,Metro,1.0,0.58117133
White,Male,Bachelors or Greater,66,2,4.744292983122676,Urban,1.0,0.7901914
White,Female,Bachelors or Greater,57,3,5.113943352306837,Metro,1.0,0.72167885
White,Female,Bachelors or Greater,47,2,5.05307844348342,Metro,1.0,0.63424116
White,Male,Bachelors or Greater,38,5,5.139879086401237,Metro,1.0,0.7117958
White,Male,Bachelors or Greater,67,2,4.778151250383644,Metro,1.0,0.7213904
White,Female,Less than College ,55,2,4.6020599913279625,Metro,1.0,0.4976719
White,Male,Bachelors or Greater,43,4,5.113943352306837,Metro,1.0,0.7347836
White,Male,Less than College ,57,2,4.786751422145561,Metro,1.0,0.6819265
White,Male,Less than College ,29,2,4.707570176097937,Metro,1.0,0.3569381
White,Male,Bachelors or Greater,70,2,5.107209969647869,Metro,0.0,0.68884885
Black,Female,Bachelors or Greater,57,1,4.361727836017593,Metro,1.0,0.54496235
White,Female,Bachelors or Greater,80,1,4.669130847373332,Urban,1.0,0.7393955
White,Female,Less than College ,73,2,4.570542939881897,Urban,1.0,0.78508973
White,Female,Less than College ,40,3,4.740362689494244,Metro,0.0,0.49859536
White,Male,Less than College ,67,2,4.407730728026335,Metro,1.0,0.75238264
White,Female,Less than College ,54,1,4.158362492095249,Metro,0.0,0.3416531
White,Male,Less than College ,41,3,5.193124598354462,Metro,1.0,0.7162778
Black,Female,Bachelors or Greater,24,4,4.456366033129043,Metro,0.0,0.26326045
White,Female,Bachelors or Greater,25,2,4.702430536445525,Metro,0.0,0.33089405
White,Male,Less than College ,43,1,4.845098040014257,Metro,0.0,0.60576713
White,Male,Bachelors or Greater,44,4,4.845098040014257,Metro,1.0,0.49601948
White,Female,Less than College ,56,7,4.963315511386111,Metro,1.0,0.70097166
White,Male,Less than College ,26,1,4.380211241711606,Metro,0.0,0.29903883
White,Male,Bachelors or Greater,62,2,4.954242509439325,Metro,0.0,0.7493031
White,Male,Less than College ,71,2,4.326335860928752,Urban,1.0,0.73738474
